coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
235077,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-22T19:10:12Z,heleonar,
235078,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-14T16:26:41Z,heleonar,
235079,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-19T00:34:33Z,heleonar,
235081,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-27T15:00:54Z,heleonar,
235082,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-24T02:12:31Z,heleonar,
235085,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-10T14:03:35Z,heleonar,"Fruit presence unknown."
235087,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-23T02:19:14Z,frankie98,
235091,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-22T18:54:55Z,heleonar,"Fruit presence requires physical examination."
235093,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-09-20T10:28:06Z,heleonar,
235094,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-16T20:17:13Z,heleonar,"Senesced flowers require physical examination."
235096,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-09-30T18:29:35Z,heleonar,
235097,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-23T18:06:24Z,heleonar,
235101,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-20T11:59:37Z,heleonar,"Fruit presence requires physical examination."
235102,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T19:49:57Z,heleonar,
235104,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-04-17T15:26:55Z,heleonar,"Needs physical examination."
235105,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T16:38:48Z,heleonar,
235108,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T16:48:05Z,heleonar,
235109,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-21T12:17:11Z,heleonar,"Fruit presence requires physical examination."
235110,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-05T19:39:31Z,heleonar,
235112,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-05T15:35:39Z,heleonar,"Fruit presence requires physical examination."
235116,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-23T17:25:53Z,heleonar,
235117,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T19:51:56Z,heleonar,
235119,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-05T19:54:32Z,heleonar,
235120,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-21T12:15:52Z,heleonar,"Fruit presence requires physical examination."
235127,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T15:29:16Z,heleonar,"Needs physical examination."
235128,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-24T14:07:12Z,heleonar,
235130,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-20T00:28:25Z,frankie98,
235133,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T18:37:31Z,heleonar,
235141,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-19T23:00:19Z,frankie98,
235181,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T18:35:22Z,heleonar,
235182,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-11T19:17:13Z,frankie98,
235190,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T23:06:53Z,frankie98,
235191,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-11T19:13:54Z,frankie98,
235193,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-04T00:34:01Z,heleonar,
235199,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-26T01:09:05Z,frankie98,
235200,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-02T13:07:45Z,heleonar,
235204,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-20T12:06:43Z,heleonar,"Fruit presence requires physical examination."
235208,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T22:10:03Z,frankie98,
235221,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-26T21:11:35Z,heleonar,
235223,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-19T00:33:04Z,heleonar,
235226,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-26T01:12:22Z,frankie98,
235229,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T13:10:00Z,heleonar,
235238,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-03T18:34:25Z,heleonar,
235240,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-20T11:45:38Z,heleonar,"Fruit presence requires physical examination."
235250,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-09T01:47:50Z,frankie98,
235255,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-04T01:06:38Z,heleonar,
235277,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-21T20:55:13Z,heleonar,
235288,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-09-30T17:47:16Z,heleonar,
235289,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-09-20T13:25:38Z,heleonar,
235291,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-10T23:25:22Z,frankie98,
235293,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-09T02:17:01Z,frankie98,
235294,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-09-30T17:14:48Z,heleonar,
235304,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-21T00:42:47Z,heleonar,
235310,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-09-30T18:28:14Z,heleonar,
235344,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-04T01:09:41Z,heleonar,
235357,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-06T20:50:52Z,heleonar,
235358,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-09-20T13:00:33Z,heleonar,
235369,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-12T15:45:18Z,heleonar,"Fruit presence requires physical examination."
235388,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-19T22:49:44Z,frankie98,
235389,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-21T15:09:08Z,heleonar,
235394,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-12T15:18:34Z,heleonar,
235402,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-21T12:40:44Z,heleonar,"Fruit presence requires physical examination."
235407,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-09T20:19:11Z,heleonar,"Fruit presence requires physical examination."
235408,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-19T19:25:28Z,heleonar,
235411,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-19T19:01:58Z,heleonar,"Fruit presence requires physical examination."
235412,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-19T19:21:26Z,heleonar,
235414,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-20T10:36:20Z,heleonar,
235450,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-30T14:52:30Z,heleonar,
235451,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-09-20T13:24:17Z,heleonar,
235453,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-09-30T19:15:32Z,heleonar,
235466,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-14T15:43:58Z,heleonar,
235486,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-05T20:19:21Z,heleonar,
235494,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-30T18:15:06Z,frankie98,
235500,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-13T12:49:20Z,heleonar,"Fruit presence requires physical examination."
235502,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-14T15:42:01Z,heleonar,
235503,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-09-30T17:50:27Z,heleonar,
235505,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-03T19:41:54Z,heleonar,
235508,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-27T19:02:50Z,heleonar,
235539,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-13T12:44:58Z,heleonar,
235548,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-23T21:04:33Z,frankie98,"further evaluation required."
235549,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-16T20:56:11Z,heleonar,
235557,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-05T15:40:18Z,heleonar,"Fruit presence requires physical examination."
235560,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-27T18:43:31Z,heleonar,
235561,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-14T15:40:02Z,heleonar,
235563,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-05T15:44:08Z,heleonar,"Fruit presence requires physical examination."
235568,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-19T22:15:17Z,heleonar,
235576,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-03T19:37:12Z,heleonar,
235582,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-24T16:23:50Z,heleonar,
235584,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-09-16T11:41:16Z,heleonar,
235598,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-21T21:00:26Z,heleonar,"Fruit presence requires physical examination."
235624,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-23T18:03:59Z,heleonar,
235625,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-09T02:07:46Z,frankie98,
235626,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-30T16:20:12Z,heleonar,"Fruit presence requires physical examination."
235632,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-02T17:46:28Z,heleonar,
235638,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-02T12:46:28Z,heleonar,
235640,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T12:42:33Z,heleonar,
235645,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T17:41:15Z,heleonar,
235647,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-04T14:29:49Z,heleonar,
235656,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T13:16:36Z,heleonar,
235658,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-02T17:38:13Z,heleonar,
235662,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-02T13:13:25Z,heleonar,
235663,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-26T17:04:11Z,heleonar,
235669,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-06T21:14:41Z,heleonar,
235671,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-02T17:43:20Z,heleonar,
235675,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T16:12:31Z,heleonar,
235690,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-06T21:04:23Z,heleonar,
235708,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-16T15:23:55Z,heleonar,"Fruit presence requires physical examination."
235710,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-12T14:58:13Z,heleonar,
235735,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-26T13:09:58Z,heleonar,
235737,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-26T14:43:59Z,heleonar,"Fruit presence requires physical examination."
235746,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-11T15:02:24Z,heleonar,"Fruit presence requires physical examination."
235748,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T20:22:18Z,heleonar,
235751,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T15:08:46Z,heleonar,
235754,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T15:09:57Z,heleonar,
235756,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-12T15:00:03Z,heleonar,
235774,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-04T22:15:29Z,heleonar,"Senesced flowers and fruit require physical examination."
235790,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-12T15:20:33Z,heleonar,
235792,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-09T21:06:52Z,heleonar,"Fruit presence requires physical examination."
235793,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-09T21:08:29Z,heleonar,"Fruit presence requires physical examination."
235801,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-04T01:04:08Z,heleonar,
235803,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-18T23:58:07Z,frankie98,
235816,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T19:44:20Z,heleonar,
235831,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-11T14:54:31Z,heleonar,"Fruit presence requires physical examination."
235834,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-09T20:15:34Z,heleonar,"Fruit presence requires physical examination."
235852,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-26T15:05:41Z,heleonar,"Fruit presence requires physical examination."
235856,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-03T19:34:00Z,heleonar,
235861,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-19T18:24:40Z,heleonar,"Fruit presence requires physical examination."
235867,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-11T00:51:12Z,frankie98,
235875,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-13T16:02:11Z,heleonar,
235883,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-04T14:16:00Z,heleonar,
235887,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-26T21:10:08Z,heleonar,
235890,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-13T16:31:26Z,heleonar,
235894,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-22T18:36:12Z,heleonar,
235902,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-09T19:54:55Z,heleonar,
235903,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-26T21:05:59Z,heleonar,
235907,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-26T21:04:23Z,heleonar,"Fruit presence requires physical examination."
235912,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-14T18:13:30Z,heleonar,
235924,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-27T14:58:05Z,heleonar,
235941,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-27T14:52:22Z,heleonar,
235945,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T22:05:36Z,frankie98,
235946,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-19T00:15:45Z,heleonar,
235964,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T15:07:12Z,heleonar,
235965,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T15:24:06Z,heleonar,
235975,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-21T00:25:12Z,heleonar,"Fruit requires physical examination."
235976,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T18:01:13Z,heleonar,
235977,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T14:39:45Z,heleonar,
236013,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-04-23T17:33:09Z,heleonar,
236022,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T17:59:14Z,heleonar,
236024,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T17:57:41Z,heleonar,
236026,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T17:53:45Z,heleonar,
236029,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T14:41:55Z,heleonar,
236033,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-08-21T11:39:59Z,heleonar,"Fruit presence requires physical examination."
236038,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-02-20T14:10:08Z,holmlund,
236039,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-19T18:16:05Z,heleonar,"Fruit presence requires physical examination."
236040,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-09T01:45:50Z,frankie98,
236042,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-04T14:23:39Z,heleonar,
236047,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-02-20T14:39:46Z,holmlund,
236059,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-02-13T17:20:57Z,A.Edmondson,
236063,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-13T15:26:31Z,heleonar,
236067,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-13T16:01:09Z,heleonar,
236083,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-02T23:55:43Z,heleonar,
236093,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T12:12:11Z,heleonar,
236095,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-26T00:49:26Z,frankie98,
236110,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-31T02:15:17Z,heleonar,
236111,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-31T01:57:37Z,heleonar,
236114,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-20T11:43:12Z,heleonar,"Fruit presence requires physical examination."
236133,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-19T22:32:59Z,frankie98,
236139,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-14T16:12:58Z,heleonar,
236145,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-15T13:33:59Z,heleonar,
236160,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-26T21:00:39Z,heleonar,
236174,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T12:23:53Z,heleonar,
236181,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-05-26T14:29:32Z,heleonar,
236183,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-29T13:21:20Z,heleonar,
236188,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T17:50:05Z,heleonar,
236190,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-13T14:50:58Z,heleonar,
236196,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-03T00:08:58Z,heleonar,
236201,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-11T18:35:09Z,frankie98,
236233,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-04-17T17:46:15Z,heleonar,
236236,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-12T15:16:45Z,heleonar,
236244,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-26T13:26:56Z,heleonar,"Fruit presence requires physical examination."
236245,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-26T13:56:49Z,heleonar,"Fruit presence requires physical examination."
236247,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-12T13:08:06Z,heleonar,
236259,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-19T23:30:59Z,heleonar,
236267,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-21T21:25:16Z,heleonar,
236272,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-26T01:51:50Z,frankie98,
236275,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-14T18:15:33Z,heleonar,
236276,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-20T10:55:12Z,heleonar,
236281,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-02T12:19:35Z,heleonar,
236300,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-26T21:07:33Z,heleonar,"Fruit presence requires physical examination."
236304,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-30T18:10:14Z,frankie98,
236305,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-30T18:07:46Z,frankie98,
236307,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-17T22:47:29Z,frankie98,
236319,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-09T01:41:55Z,frankie98,
236323,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-30T14:36:55Z,heleonar,
236332,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-05-27T14:32:24Z,heleonar,
236337,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-19T14:08:18Z,heleonar,
236340,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-27T14:51:11Z,heleonar,
236344,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-16T20:16:07Z,heleonar,
236345,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-03-05T14:41:54Z,heleonar,
236355,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-29T12:51:56Z,heleonar,
236365,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-05-26T15:03:51Z,heleonar,
236377,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-09-30T19:40:12Z,heleonar,
236390,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-22T15:44:14Z,frankie98,
236391,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-27T14:49:51Z,heleonar,
236396,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-04-30T18:06:06Z,frankie98,
236404,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-08-26T21:02:28Z,heleonar,
236412,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-04T00:43:36Z,heleonar,
236413,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-06-22T19:09:13Z,heleonar,
236415,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-06-06T21:19:23Z,heleonar,
236431,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-29T13:05:10Z,heleonar,
236435,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-07T12:14:43Z,heleonar,
236436,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-05-07T12:18:35Z,heleonar,
236448,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-12T14:42:46Z,heleonar,"Fruit presence requires physical examination."
236476,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T20:56:25Z,heleonar,
236477,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T20:57:51Z,heleonar,
236478,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-05T20:59:34Z,heleonar,
236479,"Unopen Flower",,absent,http://purl.obolibrary.org/obo/PPO_0002625,,2020-07-05T21:01:38Z,heleonar,
236480,"Unopen Flower",,present,http://purl.obolibrary.org/obo/PPO_0002332,,2020-07-12T14:46:26Z,heleonar,"Fruit presence requires physical examination."
